date,product_type,region,customer_segment,total_volume_tons,total_revenue,total_margin,avg_final_price,avg_competitor_price,avg_inventory,avg_weather_index,margin_rate
2023-07-16,Canola,Midwest,Commercial,513.0,273634.2,46385.46,533.4,563.41,1108.0,0.9,0.16951631046119234
2023-07-16,Canola,Midwest,Cooperative,566.0,293923.8,65978.62,519.3,520.5,1299.0,0.95,0.224475255151165
2023-07-16,Canola,Midwest,Exporter,861.0,451120.95,95665.71,523.95,558.56,1051.0,0.89,0.21206221967745015
2023-07-16,Canola,Midwest,Food Processor,462.0,242563.86,45252.9,525.03,538.85,1056.0,0.92,0.1865607679561168
2023-07-16,Canola,Northeast,Commercial,307.0,151237.41,29220.26,492.63,498.83,1150.0,1.02,0.1932078842133041
2023-07-16,Canola,Northeast,Cooperative,354.0,168946.5,31006.86,477.25,467.46,885.0,0.97,0.183530644316396
2023-07-16,Canola,Northeast,Exporter,492.0,256213.92,50410.32,520.76,556.66,567.0,0.93,0.1967509025270758
2023-07-16,Canola,Northeast,Food Processor,264.0,143074.8,24435.84,541.95,535.31,610.0,0.76,0.17079066334532708
2023-07-16,Canola,South,Commercial,495.0,233917.2,55232.1,472.56,506.75,714.0,1.05,0.23611816488911458
2023-07-16,Canola,South,Cooperative,562.0,287300.02,54879.3,511.21,535.73,1079.0,0.97,0.19101739011365193
2023-07-16,Canola,South,Exporter,671.0,366795.44,108950.27,546.64,599.77,994.0,1.01,0.29703278208693107
2023-07-16,Canola,South,Food Processor,279.0,140253.3,29370.33,502.7,486.21,802.0,0.9,0.20940919037199127
2023-07-16,Canola,West,Commercial,512.0,252165.12,72852.48,492.51,526.39,817.0,0.94,0.2889078394347323
2023-07-16,Canola,West,Cooperative,367.0,202925.31,34560.39,552.93,547.02,578.0,1.07,0.1703108892626553
2023-07-16,Canola,West,Exporter,546.0,267256.08,64728.3,489.48,488.59,491.0,0.95,0.24219579962409088
2023-07-16,Canola,West,Food Processor,524.0,256938.16,64614.44,490.34,525.43,763.0,0.94,0.2514785658930538
2023-07-16,Corn,Midwest,Commercial,1419.0,307128.36,46245.21,216.44,213.57,2748.0,1.1,0.15057290704121234
2023-07-16,Corn,Midwest,Cooperative,1259.0,261204.73,54690.96,207.47,214.35,2843.0,0.86,0.2093796693497855
2023-07-16,Corn,Midwest,Exporter,1645.0,300377.0,69320.3,182.6,185.27,2946.0,0.94,0.23077765607886092
2023-07-16,Corn,Midwest,Food Processor,992.0,206246.72,55264.32,207.91,204.6,2767.0,0.93,0.2679524794382185
2023-07-16,Corn,Northeast,Commercial,930.0,194565.3,51875.4,209.21,217.68,1763.0,1.17,0.26662205439510545
2023-07-16,Corn,Northeast,Cooperative,1015.0,574405.15,409751.85,565.9164000000001,192.88,1911.0,1.16,0.7133498890112666
2023-07-16,Corn,Northeast,Exporter,1031.0,190209.19,41899.84,184.49,196.19,1417.0,1.15,0.22028294216488697
2023-07-16,Corn,Northeast,Food Processor,860.0,186035.2,32748.8,216.32,211.94,1742.0,1.29,0.17603550295857986
2023-07-16,Corn,South,Commercial,1185.0,236798.55,62639.1,199.83,200.74,2160.0,1.15,0.26452484611920135
2023-07-16,Corn,South,Cooperative,1431.0,275596.29,46865.25,192.59,211.38,2135.0,1.21,0.17005036606262008
2023-07-16,Corn,South,Exporter,1717.0,348396.47,95293.5,202.91,214.69,2042.0,1.11,0.2735202799270613
2023-07-16,Corn,South,Food Processor,859.0,158236.39,26981.19,184.21,187.3,2497.0,1.03,0.1705119157483307
2023-07-16,Corn,West,Commercial,835.0,166006.35,49290.05,198.81,203.18,1900.0,0.97,0.2969166540918465
2023-07-16,Corn,West,Exporter,989.0,189581.41,45691.8,191.69,203.49,1687.0,0.86,0.24101413740935887
2023-07-16,Corn,West,Food Processor,838.0,156898.74,33955.76,187.23,184.93,1826.0,1.06,0.2164183090316723
2023-07-16,Corn,West,Unknown,842.0,165857.16,33427.4,196.98,219.88,1688.0,0.65,0.20154330388871966
2023-07-16,Soybeans,Midwest,Commercial,1147.0,568005.87,125160.64,495.21,492.79,1645.0,1.16,0.2203509622180489
2023-07-16,Soybeans,Midwest,Cooperative,1336.0,578314.32,131876.56,432.87,432.85,2191.0,0.99,0.2280361309400051
2023-07-16,Soybeans,Midwest,Exporter,1265.0,584607.1,125272.95,462.14,489.66,1969.0,0.95,0.2142857142857143
2023-07-16,Soybeans,Midwest,Food Processor,1067.0,555746.95,126087.39,520.85,525.51,2262.0,1.09,0.22687913986752425
2023-07-16,Soybeans,Northeast,Commercial,446.0,193586.3,31313.66,434.05,422.4,1358.0,0.88,0.1617555581154245
2023-07-16,Soybeans,Northeast,Cooperative,621.0,281722.86,63466.2,453.66,477.76,1438.0,0.93,0.22527884318652736
2023-07-16,Soybeans,Northeast,Exporter,861.0,404824.98,101821.86,470.18,463.85,1103.0,1.29,0.25152069420222045
2023-07-16,Soybeans,Northeast,Food Processor,493.0,233410.85,38868.12,473.45,475.06,1101.0,0.86,0.16652233604393285
2023-07-16,Soybeans,South,Commercial,787.0,383756.94,108653.22,487.62,497.16,1726.0,0.85,0.28313030638612036
2023-07-16,Soybeans,South,Cooperative,1094.0,519671.88,144703.38,475.02,454.51,1763.0,1.2,0.27845143362384744
2023-07-16,Soybeans,South,Exporter,1136.0,481311.84,107533.76,423.69,438.85,1837.0,1.06,0.22341806509476267
2023-07-16,Soybeans,South,Food Processor,751.0,348366.37,89834.62,463.87,481.93,1526.0,1.18,0.25787397331148815
2023-07-16,Soybeans,West,Commercial,425.0,214438.0,39321.0,504.56,486.74,1422.0,0.72,0.18336768669732043
2023-07-16,Soybeans,West,Cooperative,659.0,277524.67,57194.61,421.13,422.03,1477.0,0.78,0.2060883812599435
2023-07-16,Soybeans,West,Exporter,1006.0,437449.04,100016.52,434.84,477.8,1526.0,1.11,0.22863582007175054
2023-07-16,Soybeans,West,Food Processor,622.0,269220.26,80567.66,432.83,442.87,1393.0,0.97,0.2992629900884874
2023-07-16,Wheat,Midwest,Commercial,686.0,179498.76,37311.54,261.66,274.95,1717.0,0.93,0.20786516853932582
2023-07-16,Wheat,Midwest,Cooperative,1040.0,253468.8,64043.2,243.72,232.1,1625.0,1.06,0.2526669949121943
2023-07-16,Wheat,Midwest,Exporter,869.0,209342.1,47734.17,240.9,223.94,1474.0,1.0,0.22801992528019924
2023-07-16,Wheat,Midwest,Food Processor,768.0,196823.04,30543.36,256.28,266.67,1778.0,1.19,0.15518183237084437
2023-07-16,Wheat,Northeast,Commercial,438.0,107590.32,29210.22,245.64,251.74,915.0,0.88,0.27149487054225696
2023-07-16,Wheat,Northeast,Exporter,621.0,163869.48,36974.34,263.88,274.58,1043.0,0.99,0.2256328634227679
2023-07-16,Wheat,Northeast,Food Processor,282.0,72781.38,15665.1,258.09,240.92,862.0,0.88,0.21523499554419
2023-07-16,Wheat,Northeast,Unknown,547.0,146388.14,26042.67,267.62,275.88,614.0,0.97,0.17790150212988562
2023-07-16,Wheat,South,Commercial,597.0,164276.49,42148.2,275.17,265.0,1431.0,1.09,0.2565686666424392
2023-07-16,Wheat,South,Cooperative,639.0,147609.0,40225.05,231.0,221.03,1551.0,0.87,0.27251082251082254
2023-07-16,Wheat,South,Exporter,1049.0,249630.53,69527.72,237.97,238.52,1190.0,1.19,0.278522502836492
2023-07-16,Wheat,South,Food Processor,561.0,157977.6,46832.28,281.6,283.33,1206.0,0.95,0.29644886363636364
2023-07-16,Wheat,West,Commercial,595.0,135582.65,27608.0,227.87,234.74,857.0,1.26,0.20362487383157063
2023-07-16,Wheat,West,Cooperative,402.0,92677.08,26724.96,230.54,220.3,1120.0,0.79,0.288366444001041
2023-07-16,Wheat,West,Exporter,900.0,239499.0,57420.0,266.11,267.32,1297.0,1.07,0.2397504791251738
2023-07-16,Wheat,West,Food Processor,556.0,146784.0,22957.24,264.0,288.03,1034.0,1.06,0.15640151515151515
2023-07-23,Canola,Midwest,Commercial,764.0,394277.48,60776.2,516.07,522.43,1075.0,1.02,0.15414575542077624
2023-07-23,Canola,Midwest,Cooperative,626.0,314164.36,77886.92,501.86,517.92,1046.0,1.05,0.24791774598493604
2023-07-23,Canola,Midwest,Exporter,459.0,231960.24,42962.4,505.36,489.28,1230.0,0.61,0.1852145005540605
2023-07-23,Canola,Midwest,Food Processor,331.0,168492.24,50159.74,509.04,481.43,1128.0,0.99,0.2976976269055477
2023-07-23,Canola,Northeast,Commercial,331.0,168627.95,49898.25,509.45,526.43,494.0,0.86,0.29590735106487387
2023-07-23,Canola,Northeast,Cooperative,453.0,214948.5,35261.52,474.5,515.93,687.0,0.91,0.1640463645943098
2023-07-23,Canola,Northeast,Exporter,428.0,212852.96,62107.08,497.32,502.6,616.0,0.88,0.29178396203651574
2023-07-23,Canola,Northeast,Food Processor,156.0,74979.84,17473.56,480.64,480.89,807.0,1.06,0.23304344207723038
2023-07-23,Canola,South,Commercial,445.0,212518.65,36841.55,477.57,495.42,992.0,0.79,0.17335678539271732
2023-07-23,Canola,South,Cooperative,434.0,241408.16,42905.24,556.24,535.1,983.0,0.99,0.1777290378253991
2023-07-23,Canola,South,Exporter,508.0,252978.92,38445.44,497.99,482.83,751.0,1.15,0.15197092311090585
2023-07-23,Canola,South,Food Processor,332.0,163320.76,26838.88,491.93,528.31,822.0,0.84,0.1643323237045921
2023-07-23,Canola,West,Commercial,628.0,316084.96,77319.36,503.32,554.15,883.0,1.24,0.24461575141063338
2023-07-23,Canola,West,Cooperative,648.0,322924.32,71675.28,498.34,522.09,747.0,1.1,0.22195689689770035
2023-07-23,Canola,West,Exporter,514.0,270225.22,77105.14,525.73,517.81,744.0,0.9,0.28533657961310943
2023-07-23,Canola,West,Food Processor,275.0,147930.75,26609.0,537.93,537.83,815.0,1.15,0.179874704887253
2023-07-23,Corn,Midwest,Commercial,1440.0,303177.6,67723.2,210.54,200.69,2834.0,1.08,0.22337798043127197
2023-07-23,Corn,Midwest,Cooperative,1539.0,330100.11,50217.57,214.49,216.25,3035.0,0.94,0.15212830434985314
2023-07-23,Corn,Midwest,Exporter,1877.0,359201.49,89551.67,191.37,189.61,2817.0,1.06,0.24930762397449965
2023-07-23,Corn,Midwest,Food Processor,1250.0,253712.5,42050.0,202.97,205.97,3206.0,1.08,0.1657387791299207
2023-07-23,Corn,Northeast,Commercial,710.0,149504.7,42216.6,210.57,217.94,1757.0,1.03,0.28237640689556914
2023-07-23,Corn,Northeast,Cooperative,866.0,178292.08,36233.44,205.88,205.92,1607.0,0.97,0.20322517971633963
2023-07-23,Corn,Northeast,Exporter,1150.0,241764.5,52003.0,210.23,198.85,1653.0,1.21,0.21509775008324217
2023-07-23,Corn,Northeast,Food Processor,733.0,151577.07,33754.65,206.79,228.34,1462.0,1.07,0.22268968518787174
2023-07-23,Corn,South,Commercial,791.0,154078.89,28523.46,194.79,190.87,2047.0,0.82,0.1851224395502849
2023-07-23,Corn,South,Cooperative,1134.0,225246.42,38703.42,198.63,200.36,2244.0,0.99,0.17182701505311382
2023-07-23,Corn,South,Exporter,1100.0,207053.0,55462.0,188.23,193.84,2428.0,0.81,0.26786378366891567
2023-07-23,Corn,South,Food Processor,649.0,126944.4,25901.59,195.6,198.6,2176.0,0.71,0.20403885480572598
2023-07-23,Corn,West,Commercial,978.0,188519.28,49222.74,192.76,187.29,1743.0,1.13,0.2611018883585806
2023-07-23,Corn,West,Cooperative,1259.0,269010.53,48181.93,213.67,205.97,1939.0,1.22,0.1791079702344737
2023-07-23,Corn,West,Exporter,1380.0,279339.6,76065.6,202.42,225.25,1396.0,1.16,0.27230510819089027
2023-07-23,Corn,West,Food Processor,655.0,138257.4,38723.6,211.08,202.74,1786.0,1.03,0.280083380708736
2023-07-23,Soybeans,Midwest,Commercial,1259.0,558920.46,141624.91,443.94,470.11,2152.0,1.12,0.2533900977609587
2023-07-23,Soybeans,Midwest,Cooperative,1215.0,571499.55,141474.6,470.37,466.17,2269.0,1.21,0.24754980122031592
2023-07-23,Soybeans,Midwest,Exporter,1455.0,641684.1,140538.45,441.02,479.84,2344.0,1.01,0.21901501065711307
2023-07-23,Soybeans,Midwest,Food Processor,829.0,413463.75,115902.49,498.75,494.02,2118.0,0.98,0.2803208020050125
2023-07-23,Soybeans,Northeast,Commercial,574.0,297400.88,45231.2,518.12,506.33,1271.0,1.09,0.15208831930826835
2023-07-23,Soybeans,Northeast,Cooperative,517.0,224284.94,50908.99,433.82,455.77,1428.0,0.86,0.22698354156101608
2023-07-23,Soybeans,Northeast,Exporter,502.0,237942.98,51801.38,473.99,464.04,916.0,0.89,0.2177050148737315
2023-07-23,Soybeans,Northeast,Food Processor,666.0,293666.04,65401.2,440.94,495.17,1228.0,1.04,0.22270603710255363
2023-07-23,Soybeans,South,Commercial,314.0,145410.26,32737.64,463.09,454.55,1629.0,0.72,0.2251398216329439
2023-07-23,Soybeans,South,Cooperative,839.0,386862.9,92550.09,461.1,468.19,1747.0,1.07,0.23923227065712424
2023-07-23,Soybeans,South,Exporter,1355.0,628327.05,182952.1,463.71,502.08,1539.0,1.17,0.29117336266200855
2023-07-23,Soybeans,South,Food Processor,659.0,301927.44,46854.9,458.16,405.24,1686.0,1.15,0.15518596123624934
2023-07-23,Soybeans,West,Commercial,730.0,324623.7,56180.8,444.69,435.38,1383.0,0.99,0.17306438192898424
2023-07-23,Soybeans,West,Cooperative,695.0,345672.15,67463.65,497.37,487.93,1173.0,0.83,0.19516657619076339
2023-07-23,Soybeans,West,Exporter,952.0,462586.32,110127.36,485.91,508.67,1304.0,1.12,0.23806877816879668
2023-07-23,Soybeans,West,Food Processor,581.0,279972.28,43238.02,481.88,472.66,1292.0,1.27,0.15443678924213494
2023-07-23,Wheat,Midwest,Commercial,653.0,160794.72,24729.11,246.24,247.38,1590.0,0.84,0.1537930474333983
2023-07-23,Wheat,Midwest,Cooperative,925.0,237308.75,66128.25,256.55,264.09,1605.0,0.96,0.27865913077372834
2023-07-23,Wheat,Midwest,Exporter,937.0,213701.59,38332.67,228.07,238.29,1817.0,0.98,0.1793747533651949
2023-07-23,Wheat,Midwest,Food Processor,576.0,146108.16,35516.16,253.66,256.84,1942.0,1.12,0.24308128991563513
2023-07-23,Wheat,Northeast,Commercial,405.0,103206.15,17111.25,254.83,260.84,1342.0,1.02,0.165796805713613
2023-07-23,Wheat,Northeast,Cooperative,456.0,121884.24,32763.6,267.29,268.13,818.0,0.99,0.26880915859179166
2023-07-23,Wheat,Northeast,Exporter,445.0,108624.5,26949.2,244.1,247.85,840.0,1.0,0.24809504301515772
2023-07-23,Wheat,Northeast,Food Processor,514.0,132437.24,28228.88,257.66,258.89,931.0,1.16,0.21314911123185595
2023-07-23,Wheat,South,Commercial,582.0,152757.54,33156.54,262.47,263.01,1475.0,1.04,0.21705337752886045
2023-07-23,Wheat,South,Cooperative,565.0,139927.9,28436.45,247.66,263.35,1390.0,0.95,0.20322215941209723
2023-07-23,Wheat,South,Exporter,816.0,202286.4,59706.72,247.9,258.44,1181.0,1.04,0.2951593384429205
2023-07-23,Wheat,South,Food Processor,547.0,133823.55,24992.43,244.65,239.97,1123.0,0.82,0.18675659104843656
2023-07-23,Wheat,West,Commercial,526.0,135082.06,37745.76,256.81,259.75,1000.0,1.04,0.279428371169347
2023-07-23,Wheat,West,Cooperative,541.0,141942.17,34515.8,262.37,264.88,1190.0,0.84,0.24316804512711057
2023-07-23,Wheat,West,Exporter,546.0,129145.38,33906.6,236.53,240.77,1036.0,0.97,0.2625459772544709
2023-07-23,Wheat,West,Food Processor,440.0,105991.6,18123.6,240.89,224.22,869.0,1.08,0.17099090871352068
2023-07-30,Canola,Midwest,Commercial,550.0,287936.0,69591.5,523.52,543.43,1219.0,0.94,0.24169086185819072
2023-07-30,Canola,Midwest,Cooperative,612.0,346340.84,53719.16,565.9164000000001,555.83,1321.0,0.87,0.1551048960902214
2023-07-30,Canola,Midwest,Exporter,818.0,417474.48,101284.76,510.36,508.24,1134.0,1.1,0.2426130574496434
2023-07-30,Canola,Midwest,Food Processor,512.0,263224.32,69544.96,514.11,547.6,1247.0,0.88,0.26420415864309194
2023-07-30,Canola,Northeast,Commercial,330.0,167013.0,37761.9,506.1,485.68,589.0,1.01,0.22610156095633274
2023-07-30,Canola,Northeast,Cooperative,325.0,147654.0,28817.75,454.32,468.49,701.0,1.19,0.1951708047191407
2023-07-30,Canola,Northeast,Exporter,274.0,140792.16,39488.88,513.84,532.9,600.0,0.65,0.2804764128911723
2023-07-30,Canola,Northeast,Food Processor,61.0,33944.06,7947.69,556.46,543.03,758.0,0.97,0.23414081874707976
2023-07-30,Canola,South,Commercial,399.0,205365.3,38148.39,514.7,506.7,1371.0,1.14,0.1857586943850787
2023-07-30,Canola,South,Cooperative,663.0,333130.98,93012.27,502.46,526.12,934.0,1.24,0.2792063049795009
2023-07-30,Canola,South,Exporter,605.0,316687.25,50995.45,523.45,541.66,860.0,0.93,0.1610277963511319
2023-07-30,Canola,South,Food Processor,589.0,298988.18,81782.65,507.62,560.95,822.0,1.22,0.2735313817422481
2023-07-30,Canola,West,Commercial,280.0,136981.6,26028.8,489.22,492.16,694.0,0.87,0.1900167613752504
2023-07-30,Canola,West,Cooperative,447.0,204162.78,38334.72,456.74,480.08,809.0,0.86,0.18776546831895607
2023-07-30,Canola,West,Exporter,497.0,269875.97,72636.55,543.01,541.7,919.0,0.98,0.2691478978287693
2023-07-30,Canola,West,Food Processor,325.0,181502.75,27914.25,558.47,567.79,830.0,0.82,0.15379519043099898
2023-07-30,Corn,Midwest,Commercial,1402.0,255542.54,65936.06,182.27,188.13,2899.0,1.05,0.25802381083008724
2023-07-30,Corn,Midwest,Cooperative,1683.0,381704.4,74136.15,226.8,233.64,3073.0,1.07,0.19422398589065254
2023-07-30,Corn,Midwest,Exporter,1360.0,284566.4,70284.8,209.24,212.18,2735.0,0.78,0.24698910342190786
2023-07-30,Corn,Midwest,Food Processor,1180.0,223598.2,63035.6,189.49,181.14,2743.0,1.03,0.28191461290833286
2023-07-30,Corn,Northeast,Commercial,786.0,161766.66,46326.84,205.81,203.69,1625.0,1.1,0.2863806423400223
2023-07-30,Corn,Northeast,Cooperative,614.0,121743.92,19113.82,198.28,208.81,1654.0,0.84,0.15700020173492032
2023-07-30,Corn,Northeast,Exporter,794.0,174394.16,26202.0,219.64,228.52,1627.0,0.77,0.15024585685667455
2023-07-30,Corn,Northeast,Food Processor,607.0,343511.25,244928.38,565.9164000000001,220.56,1394.0,0.88,0.7130141443693621
2023-07-30,Corn,South,Commercial,1304.0,269380.32,62774.56,206.58,193.02,2101.0,1.11,0.23303320747410203
2023-07-30,Corn,South,Cooperative,1277.0,275512.75,66991.42,215.75,219.01,2037.0,1.07,0.24315179606025492
2023-07-30,Corn,South,Exporter,1202.0,235940.58,69223.18,196.29,197.33,2160.0,1.0,0.2933924295684956
2023-07-30,Corn,South,Food Processor,946.0,221827.54,54754.48,234.49,236.66,2183.0,1.05,0.24683355366966608
2023-07-30,Corn,West,Commercial,822.0,465183.28,320346.88,565.9164000000001,242.26,1850.0,0.94,0.6886465910812616
2023-07-30,Corn,West,Cooperative,920.0,192776.8,29338.8,209.54,191.56,1519.0,1.11,0.15219051255130286
2023-07-30,Corn,West,Exporter,1297.0,258556.95,64525.75,199.35,198.57,1783.0,1.14,0.24956107348883871
2023-07-30,Corn,West,Food Processor,759.0,146547.72,42329.43,193.08,196.6,1516.0,0.98,0.28884400248601616
2023-07-30,Soybeans,Midwest,Commercial,1014.0,514736.82,127490.22,507.63,487.51,1969.0,1.05,0.24768039713964896
2023-07-30,Soybeans,Midwest,Cooperative,1197.0,613953.27,97962.48,512.91,511.86,2228.0,0.91,0.15956015675264665
2023-07-30,Soybeans,Midwest,Exporter,1715.0,970546.63,293584.68,565.9164000000001,529.35,2141.0,1.27,0.3024941521872061
2023-07-30,Soybeans,Midwest,Food Processor,580.0,301426.0,87765.6,519.7,520.06,2300.0,0.91,0.29116798152780454
2023-07-30,Soybeans,Northeast,Commercial,436.0,224845.2,59980.52,515.7,510.01,1084.0,0.9,0.2667636222610044
2023-07-30,Soybeans,Northeast,Cooperative,620.0,288169.8,47312.2,464.79,459.07,1219.0,0.99,0.1641816734439209
2023-07-30,Soybeans,Northeast,Exporter,725.0,357403.25,91676.25,492.97,493.89,1361.0,1.03,0.25650648112461205
2023-07-30,Soybeans,Northeast,Food Processor,448.0,207504.64,50158.08,463.18,458.43,1133.0,0.93,0.24172028153201777
2023-07-30,Soybeans,South,Commercial,721.0,362115.04,61609.45,502.24,491.1,1877.0,0.95,0.1701377827333546
2023-07-30,Soybeans,South,Cooperative,1112.0,534794.16,117860.88,480.93,489.79,1783.0,1.09,0.22038550308776744
2023-07-30,Soybeans,South,Exporter,914.0,440721.66,101746.48,482.19,478.69,1848.0,0.89,0.2308633526203364
2023-07-30,Soybeans,South,Food Processor,561.0,296825.1,66764.61,529.1,522.36,2022.0,0.81,0.22492912492912495
2023-07-30,Soybeans,West,Commercial,621.0,303482.7,88020.54,488.7,514.21,1642.0,1.01,0.2900347861673828
2023-07-30,Soybeans,West,Cooperative,772.0,349916.72,79902.0,453.26,455.8,1076.0,0.92,0.22834576181441119
2023-07-30,Soybeans,West,Exporter,1134.0,533218.14,156117.78,470.21,495.84,1583.0,1.19,0.29278407520044236
2023-07-30,Soybeans,West,Food Processor,491.0,238066.26,60059.12,484.86,494.9,1518.0,1.04,0.2522790083735511
2023-07-30,Wheat,Midwest,Commercial,578.0,142153.32,34957.44,245.94,237.29,1650.0,0.89,0.2459136374725543
2023-07-30,Wheat,Midwest,Cooperative,901.0,232647.21,44626.53,258.21,250.95,1609.0,0.89,0.1918206111304752
2023-07-30,Wheat,Midwest,Exporter,1108.0,274828.32,66081.12,248.04,263.58,1690.0,0.93,0.24044508950169324
2023-07-30,Wheat,Midwest,Food Processor,822.0,217813.56,55591.86,264.98,271.08,1726.0,1.15,0.2552268095705336
2023-07-30,Wheat,Northeast,Commercial,544.0,137604.8,29120.32,252.95,273.69,840.0,0.8,0.21162285036568493
2023-07-30,Wheat,Northeast,Cooperative,606.0,162638.28,28360.8,268.38,283.7,682.0,0.98,0.1743796109993293
2023-07-30,Wheat,Northeast,Exporter,520.0,126760.4,30378.4,243.77,256.3,744.0,0.97,0.23965213110719122
2023-07-30,Wheat,Northeast,Food Processor,646.0,165130.52,37028.72,255.62,255.56,726.0,1.16,0.22423910492136767
2023-07-30,Wheat,South,Commercial,733.0,169982.7,50327.78,231.9,229.34,1427.0,0.98,0.2960758947822337
2023-07-30,Wheat,South,Cooperative,843.0,201299.97,30600.9,238.79,238.19,1652.0,1.1,0.15201641609782654
2023-07-30,Wheat,South,Exporter,1100.0,261525.0,68849.0,237.75,278.91,1141.0,1.08,0.26325972660357516
2023-07-30,Wheat,South,Food Processor,658.0,155459.08,41486.9,236.26,242.51,1266.0,1.09,0.26686701092017273
2023-07-30,Wheat,West,Commercial,396.0,90992.88,22560.12,229.78,232.4,654.0,0.91,0.24793280529201842
2023-07-30,Wheat,West,Cooperative,670.0,179874.9,53345.4,268.47,285.99,838.0,0.98,0.2965694491004582
2023-07-30,Wheat,West,Exporter,844.0,233813.32,61190.0,277.03,288.49,869.0,1.2,0.2617045085369816
2023-07-30,Wheat,West,Food Processor,422.0,92970.82,21289.9,220.31,234.04,866.0,1.07,0.22899550633198673
2023-08-06,Canola,Midwest,Cooperative,804.0,388050.6,96013.68,482.65,487.26,1019.0,1.13,0.2474256707759246
2023-08-06,Canola,Midwest,Exporter,726.0,332449.92,78378.96,457.92,472.93,1076.0,0.87,0.23576170510132777
2023-08-06,Canola,Midwest,Food Processor,535.0,264445.15,76467.55,494.29,518.5,1017.0,0.91,0.2891622326974043
2023-08-06,Canola,Midwest,Unknown,867.0,438398.55,114669.42,505.65,528.96,1239.0,1.12,0.2615643231484228
2023-08-06,Canola,Northeast,Commercial,127.0,71871.38,19375.93,565.9164000000001,568.94,536.0,0.84,0.2695917345680575
2023-08-06,Canola,Northeast,Cooperative,546.0,303221.1,49134.54,555.35,579.35,733.0,1.09,0.16204195552354372
2023-08-06,Canola,Northeast,Exporter,421.0,211944.03,60855.55,503.43,522.39,188.0,1.05,0.2871302862364182
2023-08-06,Canola,Northeast,Food Processor,339.0,177734.31,33089.79,524.29,522.66,467.0,0.95,0.18617558984531463
2023-08-06,Canola,South,Commercial,550.0,298545.5,64636.0,542.81,554.82,866.0,0.94,0.2165030121036827
2023-08-06,Canola,South,Cooperative,191.0,96433.99,22291.61,504.89,458.4,1045.0,0.88,0.23115926241359502
2023-08-06,Canola,South,Exporter,412.0,214635.52,39486.08,520.96,508.37,979.0,0.94,0.18396805896805898
2023-08-06,Canola,South,Food Processor,339.0,181351.44,41612.25,534.96,524.66,871.0,0.93,0.229456407955735
2023-08-06,Canola,West,Commercial,382.0,175708.54,37630.82,459.97,480.05,876.0,0.76,0.21416614127008282
2023-08-06,Canola,West,Cooperative,591.0,307385.01,87946.71,520.11,505.59,788.0,1.22,0.28611255311376443
2023-08-06,Canola,West,Exporter,243.0,127149.75,29036.07,523.25,531.96,755.0,0.72,0.22836120401337792
2023-08-06,Canola,West,Food Processor,260.0,133439.8,34156.2,513.23,532.25,821.0,1.01,0.25596711026245544
2023-08-06,Corn,Midwest,Commercial,1019.0,221632.5,49166.75,217.5,221.83,2836.0,0.71,0.2218390804597701
2023-08-06,Corn,Midwest,Cooperative,1794.0,369267.99,118018.29,205.835,208.94,2980.0,1.12,0.3196006510068744
2023-08-06,Corn,Midwest,Exporter,1561.0,329371.0,75130.93,211.0,205.81,2957.0,0.91,0.2281042654028436
2023-08-06,Corn,Midwest,Food Processor,1302.0,263342.52,75229.56,202.26,205.89,2942.0,1.05,0.28567190744586174
2023-08-06,Corn,Northeast,Commercial,714.0,155816.22,29302.56,218.23,233.77,1515.0,0.95,0.18805847042111534
2023-08-06,Corn,Northeast,Cooperative,891.0,183750.93,28173.42,206.23,216.32,1563.0,1.15,0.15332395868690296
2023-08-06,Corn,Northeast,Exporter,784.0,161284.48,45691.52,205.72,218.53,1671.0,0.81,0.283297686175384
2023-08-06,Corn,Northeast,Food Processor,748.0,150138.56,25267.44,200.72,203.9,1366.0,1.19,0.16829414109206856
2023-08-06,Corn,South,Commercial,916.0,184583.16,53448.6,201.51,202.0,2099.0,0.97,0.289563793360131
2023-08-06,Corn,South,Cooperative,1330.0,280523.6,79268.0,210.92,220.18,2159.0,1.09,0.282571591124597
2023-08-06,Corn,South,Exporter,1309.0,262834.11,60855.41,200.79,211.26,2134.0,0.9,0.2315354350316251
2023-08-06,Corn,South,Food Processor,982.0,191922.08,50239.12,195.44,195.36,2087.0,1.09,0.2617683176422432
2023-08-06,Corn,West,Commercial,659.0,129941.62,36567.91,197.18,206.53,1909.0,0.85,0.2814179937113298
2023-08-06,Corn,West,Cooperative,1098.0,251431.02,69931.62,228.99,228.33,1982.0,1.23,0.2781344163500589
2023-08-06,Corn,West,Exporter,1237.0,243169.46,66414.53,196.58,206.67,1573.0,1.02,0.273120358123919
2023-08-06,Corn,West,Food Processor,683.0,134373.42,32913.77,196.74,202.81,1849.0,1.02,0.24494256378977325
2023-08-06,Soybeans,Midwest,Commercial,1168.0,523299.04,118003.04,448.03,442.47,1974.0,1.17,0.22549829252505413
2023-08-06,Soybeans,Midwest,Cooperative,1186.0,572790.56,134990.52,482.96,518.61,1973.0,0.9,0.2356716912373695
2023-08-06,Soybeans,Midwest,Exporter,795.0,381854.4,99526.05,480.32,426.36,1959.0,0.69,0.2606387408394404
2023-08-06,Soybeans,Midwest,Food Processor,1079.0,505317.28,123523.92,468.32,483.66,2274.0,1.05,0.24444824051930303
2023-08-06,Soybeans,Northeast,Commercial,582.0,292129.08,48899.64,501.94,534.55,1153.0,0.87,0.167390524763916
